This file was created using the 202605 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on NI.

The portfolios are constructed at the end of June. NI (net stock issues), the change in the natural
log of the split-adjusted shares outstanding from the fiscal year-end in t-2 to t-1.

Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weighted Returns -- Monthly
,< 0 ,ZERO,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
200811,   -6.34,    4.01,  -10.62,   -8.15,  -11.84,  -10.05,  -13.20,  -11.12,  -10.28,   -6.37,  -10.10,   -9.86,  -14.14,  -10.29,   -9.79,  -12.24,  -14.27
200812,    1.81,   -0.78,    0.67,    2.67,    1.59,    1.98,    2.28,    5.79,   -2.78,    1.70,    3.78,    4.21,   -1.70,   -0.33,    4.61,    1.21,    3.49
200901,   -9.25,   -6.45,   -5.14,   -4.68,   -5.01,   -4.78,   -7.23,   -7.32,   -3.55,   -3.92,   -5.50,   -0.20,  -11.68,   -2.54,   -7.20,   -7.38,   -7.07
200902,  -10.44,   -7.29,  -11.12,   -9.49,   -9.80,   -7.94,   -9.33,  -14.59,   -8.70,   -8.72,  -10.36,   -8.29,  -12.20,   -6.75,   -9.37,   -9.09,   -9.60
200903,    8.33,    9.02,   11.03,    9.60,    7.71,    9.53,   13.16,   11.78,   10.54,   10.97,    8.06,    6.17,   10.24,   11.46,    7.16,   12.45,   13.90
200904,    9.91,    1.71,    8.21,    8.46,   11.48,   14.18,   12.05,    6.86,    9.09,    8.92,    7.93,   11.11,   12.07,   14.42,   13.88,   13.67,   10.37
200905,    4.43,    9.19,    3.95,    4.60,    5.71,    5.68,    9.14,    8.50,    1.03,    4.52,    4.70,    5.16,    6.59,    7.57,    3.27,    9.04,    9.24
200906,    0.50,    0.31,   -0.40,    0.03,   -0.10,    1.79,    0.69,   -0.03,   -0.66,   -2.08,    2.51,    1.63,   -2.81,    2.31,    1.10,   -0.67,    2.13
200907,    7.52,    7.00,    7.49,    8.31,    7.85,    8.61,    8.41,    6.29,    9.48,    9.21,    7.88,    7.04,    8.93,    8.67,    8.55,   11.32,    3.52
200908,    2.60,    4.35,    4.43,    2.88,    2.25,    2.97,    8.26,    2.50,    7.52,    2.10,    3.25,    1.41,    3.35,    3.16,    2.77,    8.74,    7.38
200909,    3.55,    3.93,    3.63,    3.43,    3.82,    9.35,    3.99,    3.75,    3.44,    5.16,    2.61,    3.29,    4.50,    6.37,   12.45,    2.59,    6.55
200910,   -1.13,   -5.19,   -1.37,   -3.78,   -3.25,   -4.14,   -7.46,   -0.93,   -2.05,   -5.00,   -3.18,   -2.54,   -4.16,   -1.99,   -6.27,   -8.25,   -6.08
200911,    5.80,    9.66,    5.46,    5.99,    4.46,    5.80,    4.59,    3.99,    7.74,    6.87,    5.56,    5.26,    3.41,    4.41,    7.22,    4.37,    4.97
200912,    2.38,    3.26,    1.59,    5.01,    7.10,    3.59,    1.89,    1.17,    2.33,    4.35,    5.34,    8.09,    5.78,    4.58,    2.60,    1.43,    2.68
201001,   -3.43,   -3.61,    0.32,   -7.39,   -3.62,   -3.06,   -2.53,    2.64,   -3.70,   -4.79,   -8.64,   -4.81,   -2.01,   -3.82,   -2.28,   -3.41,   -1.05
201002,    3.22,    1.24,    4.39,    2.19,    4.18,    2.75,    4.94,    3.61,    5.85,    3.47,    1.55,    5.10,    2.99,    3.48,    2.02,    6.49,    2.38
201003,    5.50,    8.27,    5.50,    6.71,    5.64,    9.66,    7.70,    3.54,    9.07,    5.57,    7.28,    5.35,    6.02,    9.44,    9.88,    7.25,    8.48
201004,    1.85,   -0.38,    0.83,    0.31,    3.51,    5.53,    1.53,   -1.04,    4.05,    6.19,   -2.61,    2.51,    4.83,    7.49,    3.52,   -0.51,    5.01
201005,   -7.45,   -6.69,   -8.72,   -7.80,   -7.85,   -8.08,   -8.98,   -8.23,   -9.53,   -6.61,   -8.44,   -8.15,   -7.47,   -5.92,  -10.37,   -8.85,   -9.18
201006,   -5.53,   -0.13,   -1.33,   -6.75,   -6.09,   -6.09,   -7.81,    1.10,   -5.35,   -4.47,   -8.02,   -5.93,   -6.30,   -3.47,   -9.00,   -7.52,   -8.27
201007,    6.29,    6.65,    7.24,    8.31,    6.72,    8.39,    6.59,    9.10,    5.78,    8.52,    8.14,    7.72,    5.81,    7.91,    8.79,    7.03,    6.21
201008,   -4.32,   -4.50,   -2.83,   -5.41,   -5.03,   -4.94,   -6.80,   -1.25,   -4.10,   -6.93,   -4.14,   -4.56,   -5.47,   -4.82,   -5.04,   -4.20,   -9.02
201009,    8.57,    9.19,    9.50,   11.09,   12.22,    9.89,    8.44,    9.03,    9.89,   11.71,   10.59,   11.77,   12.62,    9.43,   10.26,    8.85,    8.07
201010,    4.49,    4.72,    2.81,    4.53,    4.54,    2.61,    3.22,    3.56,    2.19,    4.36,    4.67,    4.70,    4.40,    3.22,    2.13,    5.32,    1.35
201011,   -0.38,   -0.55,    0.93,    1.11,    1.56,    1.93,    0.56,   -0.78,    2.36,    1.38,    0.89,    1.28,    1.82,    2.24,    1.69,    0.63,    0.48
201012,    5.05,    6.02,    7.04,    7.26,    6.40,    6.94,   10.58,    7.64,    6.55,    8.06,    6.60,    6.23,    6.55,    4.82,    8.67,    8.32,   12.66
201101,    2.07,    4.03,    1.44,    1.96,    3.07,    2.14,    1.44,    0.06,    2.56,    1.95,    1.96,    2.09,    3.96,    1.06,    2.97,    1.82,    1.12
201102,    2.66,    5.49,    5.13,    4.74,    4.25,    4.47,    2.32,    5.95,    4.48,    5.80,    3.86,    3.89,    4.57,    4.96,    4.09,    3.50,    1.27
201103,   -0.05,    2.78,    1.65,    2.36,   -0.23,    1.12,    0.01,    3.48,    0.19,    1.55,    3.04,    0.32,   -0.72,    1.26,    1.01,    1.98,   -1.79
201104,    4.29,    5.03,    2.64,    2.60,    2.15,    2.99,    0.99,    2.95,    2.39,    2.51,    2.68,    2.42,    1.92,    3.45,    2.63,    1.89,    0.14
201105,   -0.37,    0.79,   -2.14,   -1.40,   -1.15,   -1.61,   -2.40,   -1.09,   -3.02,   -2.86,   -0.18,   -1.09,   -1.19,   -0.87,   -2.19,   -1.22,   -3.54
201106,   -1.15,   -0.73,   -1.36,   -1.18,   -2.16,   -2.00,   -2.97,   -1.28,   -1.43,   -1.15,   -1.21,   -1.43,   -2.83,   -2.15,   -1.87,   -2.83,   -3.12
201107,   -2.15,   -1.97,   -4.04,   -3.09,   -1.09,   -0.90,   -3.61,   -4.45,   -3.40,   -3.87,   -2.27,   -1.59,   -0.67,    1.37,   -4.76,   -3.60,   -3.63
201108,   -4.03,   -0.93,   -5.65,   -8.35,   -7.01,   -7.54,   -8.68,   -5.10,   -6.51,   -7.64,   -9.09,   -5.90,   -7.94,   -6.62,   -9.22,   -8.11,  -10.76
201109,   -5.37,   -9.12,   -8.75,   -9.15,   -9.92,   -7.90,  -10.49,   -8.64,   -8.91,   -6.34,  -12.10,  -10.73,   -9.23,   -7.39,   -8.84,   -9.32,  -14.91
201110,    9.46,   11.14,   12.20,   14.75,   12.79,   11.69,   13.38,   11.54,   13.24,   14.31,   15.24,   12.24,   13.25,   10.38,   14.20,   12.40,   17.33
201111,    0.66,    1.71,    1.58,   -1.19,    0.25,   -2.92,   -1.50,    2.44,    0.25,   -2.01,   -0.29,    0.58,   -0.02,   -3.51,   -1.82,   -0.70,   -4.61
201112,    1.80,    0.70,    0.34,   -3.45,    0.89,    0.53,    0.26,    0.88,   -0.52,   -4.99,   -1.78,   -0.18,    1.76,    1.31,   -0.89,    0.76,   -1.77
201201,    3.78,    5.12,    4.28,    6.35,    3.31,    8.61,    6.58,    3.82,    5.02,    5.45,    7.31,    4.20,    2.59,    9.58,    6.79,    6.54,    6.71
201202,    3.61,    2.93,    3.78,    4.47,    4.53,    7.95,    3.61,    3.86,    3.67,    4.75,    4.18,    4.81,    4.30,    8.61,    6.66,    3.50,    4.06
201203,    3.41,    2.49,    1.10,    1.61,    2.53,    5.88,    1.69,    1.06,    1.16,    2.54,    0.64,    2.56,    2.51,    7.08,    3.53,    2.04,    0.32
201204,   -0.43,    0.88,    0.29,   -0.50,   -0.78,   -1.41,   -2.24,    0.81,   -0.53,    0.70,   -1.77,    0.16,   -1.56,   -1.54,   -1.14,   -2.00,   -3.25
201205,   -5.27,   -5.14,   -5.25,   -8.15,   -6.83,   -6.11,   -8.08,   -4.31,   -6.74,   -7.53,   -8.82,   -6.36,   -7.23,   -4.69,   -8.95,   -8.45,   -6.55
201206,    4.21,    1.52,    4.62,    3.93,    3.23,    2.52,    4.73,    4.44,    4.90,    5.39,    2.38,    3.28,    3.19,    2.31,    2.94,    5.12,    3.13
201207,    0.80,   -0.80,    1.82,    0.45,    1.83,    0.65,   -2.20,    0.86,    2.70,   -0.33,    1.22,    0.37,    3.11,    2.47,   -1.92,   -2.34,   -2.01
201208,    1.90,    0.68,    0.42,    3.31,    3.59,    5.73,    4.21,    1.56,   -0.64,    1.87,    4.75,    4.28,    3.00,    6.20,    5.06,    4.83,    3.41
201209,    2.51,    3.16,    3.40,    4.28,    2.29,    2.61,    2.67,    2.89,    3.90,    4.39,    4.18,    1.13,    3.29,    1.57,    4.13,    2.96,    2.28
201210,   -1.08,    2.55,   -2.41,    1.04,   -3.42,   -5.20,   -1.16,   -1.63,   -3.14,    0.92,    1.15,   -2.60,   -4.12,   -7.44,   -1.98,   -1.94,   -0.12
201211,    0.71,    0.40,    0.20,   -0.73,    2.29,    1.45,   -0.25,    0.71,   -0.28,   -0.15,   -1.29,    1.90,    2.63,   -0.01,    3.44,    0.80,   -1.61
201212,    0.73,    0.36,    1.48,    3.52,    2.11,   -0.15,    3.64,    2.99,    0.01,    2.47,    4.55,    2.58,    1.71,   -3.80,    4.63,    3.45,    3.89
201301,    6.14,    9.00,    5.48,    6.02,    6.83,   -0.66,    8.00,    6.19,    4.78,    5.34,    6.67,    7.02,    6.67,   -5.34,    5.01,    8.82,    6.92
201302,    1.81,    1.70,    1.91,    0.24,    0.99,   -0.99,    0.76,    1.62,    2.19,    0.06,    0.41,   -0.58,    2.35,   -0.79,   -1.22,    0.34,    1.31
201303,    4.19,    5.19,    4.36,    5.54,    2.00,    3.58,    3.80,    3.99,    4.73,    4.90,    6.14,    1.06,    2.79,    2.58,    4.68,    3.79,    3.82
201304,    1.74,    2.01,    2.73,    0.62,    1.47,    0.39,    1.81,    1.65,    3.81,   -1.28,    2.38,    0.75,    2.07,    0.51,    0.26,    0.41,    3.67
201305,    2.46,   -0.55,    1.76,    3.95,    3.35,    3.72,    4.49,    6.08,   -2.44,    2.68,    5.08,    3.41,    3.29,    2.60,    4.93,    5.53,    3.14
201306,   -0.85,    2.08,   -0.09,   -2.73,   -1.17,   -5.01,    1.16,   -0.43,    0.28,   -2.32,   -3.08,   -2.77,    0.12,   -6.96,   -2.96,    1.94,    0.14
201307,    4.92,    7.65,    3.67,    6.11,    7.76,    5.94,    9.69,    1.77,    7.12,    5.79,    6.41,    6.09,    9.27,    4.87,    7.15,    9.57,    9.82
201308,   -3.43,   -1.83,   -1.43,   -2.21,   -0.73,   -3.28,   -1.04,   -0.02,   -3.86,   -2.53,   -1.93,   -3.21,    1.45,   -3.21,   -3.35,   -1.70,   -0.36
201309,    3.52,    4.06,    3.10,    4.92,    3.27,    3.38,    7.20,    2.65,    3.92,    4.73,    5.09,    4.11,    2.56,    3.48,    3.26,    8.13,    6.26
201310,    4.22,    3.63,    3.74,    3.69,    6.35,    4.16,    0.77,    4.04,    3.20,    4.54,    2.94,    6.21,    6.47,    6.62,    1.43,    0.71,    0.84
201311,    3.23,    1.57,    4.70,    1.03,    3.21,    3.72,    1.46,    5.17,    3.86,    0.81,    1.23,    2.56,    3.77,    2.93,    4.64,    1.73,    1.18
201312,    3.01,    2.94,    1.76,    2.19,    1.75,    1.63,    4.32,    1.48,    2.26,    2.60,    1.83,    0.82,    2.54,    2.38,    0.77,    3.29,    5.36
201401,   -4.72,   -2.31,   -2.22,   -2.69,   -4.25,   -0.22,    2.61,   -1.88,   -2.85,   -2.77,   -2.62,   -1.73,   -6.32,    0.18,   -0.69,    0.97,    4.23
201402,    4.56,    5.02,    4.54,    4.97,    5.10,    3.55,    6.87,    3.92,    5.70,    5.68,    4.33,    4.72,    5.43,    3.49,    3.62,    8.48,    5.33
201403,    1.04,    2.07,    2.06,    0.81,    0.56,   -0.41,   -3.90,    3.52,   -0.60,    1.11,    0.53,    0.30,    0.78,   -0.58,   -0.20,   -3.91,   -3.90
201404,    0.45,   -2.16,   -1.25,    0.80,    2.19,   -2.03,   -3.38,   -1.17,   -1.41,    1.45,    0.21,    0.24,    3.85,   -1.02,   -3.22,   -2.95,   -3.80
201405,    1.70,   -0.01,    2.11,    2.00,    3.43,    2.01,    2.60,    2.39,    1.57,    2.53,    1.51,    2.36,    4.30,    2.90,    0.94,    2.12,    3.07
201406,    1.55,    2.15,    3.10,    3.65,    2.81,    3.62,    5.82,    2.63,    4.01,    4.55,    2.79,    3.38,    2.35,    2.87,    4.55,    4.95,    6.68
201407,   -1.38,   -1.19,   -2.51,   -2.69,   -2.17,   -3.24,   -4.53,   -1.31,   -4.57,   -2.31,   -3.27,   -1.13,   -3.16,   -2.94,   -3.79,   -2.96,   -7.62
201408,    4.05,    5.28,    4.25,    3.88,    5.27,    3.97,    4.65,    5.10,    2.71,    3.28,    4.81,    6.71,    3.86,    3.55,    4.75,    5.75,    2.38
201409,   -1.45,   -2.93,   -2.63,   -4.49,   -1.43,   -2.21,   -3.34,   -1.70,   -4.36,   -5.05,   -3.65,   -2.93,    0.08,   -1.27,   -3.94,   -3.25,   -3.53
201410,    3.05,   -1.22,    2.73,    1.53,    0.87,    2.79,    0.88,    1.94,    4.26,    0.01,    3.79,    0.97,    0.78,    1.32,    5.57,    0.07,    2.67
201411,    3.23,    3.82,    1.96,    1.75,    1.95,    0.81,    0.28,    2.40,    1.12,    2.61,    0.52,   -0.07,    3.94,    0.51,    1.35,    0.21,    0.43
201412,    0.07,    1.62,   -0.37,    0.45,   -1.46,    0.46,    0.17,   -0.52,   -0.08,   -0.68,    2.11,   -2.34,   -0.63,   -0.60,    2.35,    0.72,   -1.00
201501,   -3.44,   -3.43,   -3.65,   -3.52,   -0.92,   -2.37,   -1.74,   -4.02,   -2.93,   -4.48,   -2.17,    2.13,   -3.75,   -1.99,   -3.04,   -2.31,   -0.52
201502,    6.33,    3.88,    4.85,    5.93,    5.42,    5.49,    8.95,    5.18,    4.25,    5.06,    7.13,    3.94,    6.88,    4.34,    7.48,    7.96,   11.01
201503,   -1.66,   -0.41,   -1.13,    0.28,   -0.79,   -0.24,    0.60,   -1.25,   -0.91,   -0.43,    1.24,   -0.68,   -0.89,   -0.60,    0.37,    0.76,    0.25
201504,    0.72,    0.62,    0.40,    1.49,    0.85,   -0.77,   -0.36,    0.49,    0.24,    2.87,   -0.33,    2.16,   -0.43,   -0.80,   -0.72,    0.21,   -1.52
201505,    1.27,    2.71,    0.16,    0.45,    2.27,    1.89,    2.62,    0.37,   -0.25,    0.17,    0.84,    2.34,    2.19,    1.71,    2.19,    1.27,    5.41
201506,   -1.61,   -4.17,   -2.42,   -2.50,   -1.00,   -1.15,    0.57,   -2.90,   -1.49,   -3.50,   -1.16,    0.19,   -2.19,   -1.93,    0.18,    0.96,   -0.19
201507,    1.30,    2.27,   -0.29,    0.31,    5.01,    1.56,    4.24,   -1.42,    0.60,   -0.07,    0.66,    2.67,    6.91,    1.48,    1.61,    1.01,    7.10
201508,   -6.26,   -2.25,   -5.26,   -5.89,   -5.66,   -5.61,   -5.77,   -4.32,   -5.97,   -5.37,   -6.35,   -6.56,   -4.95,   -5.81,   -5.45,   -7.58,   -4.24
201509,   -2.25,   -1.64,   -4.25,   -4.05,   -4.49,   -3.53,   -5.50,   -3.20,   -5.06,   -4.97,   -3.23,   -5.26,   -3.89,   -2.61,   -4.27,   -5.63,   -5.40
201510,    7.83,    2.56,    7.33,    6.60,    9.58,    6.80,    8.41,    7.77,    6.99,    5.78,    7.32,    7.29,   11.32,    5.41,    7.90,    6.06,   10.32
201511,    0.17,    0.40,   -0.80,    0.75,    3.93,    1.07,    2.70,   -0.82,   -0.78,    0.14,    1.28,    0.92,    6.14,    1.14,    1.02,    4.27,    1.46
201512,   -2.00,   -1.76,   -3.35,   -3.28,   -2.14,   -2.21,   -2.16,   -4.27,   -2.63,   -4.87,   -1.93,   -3.09,   -1.47,   -1.66,   -2.64,   -2.32,   -2.03
201601,   -5.10,   -0.88,   -5.49,   -5.44,  -10.56,  -10.77,   -5.23,   -4.79,   -6.03,   -6.40,   -4.65,   -9.10,  -11.56,   -9.76,  -11.55,   -7.71,   -3.23
201602,    0.46,    1.95,    1.76,   -1.78,   -0.57,   -1.61,   -2.24,    3.67,    0.29,   -1.49,   -2.01,    0.13,   -1.07,   -1.81,   -1.46,   -2.37,   -2.14
201603,    6.59,    7.21,    8.75,    8.20,    8.05,    6.56,    7.04,    9.22,    8.37,    9.23,    7.36,    8.16,    7.97,    5.66,    7.29,    7.86,    6.41
201604,    0.50,    0.79,    2.15,    3.33,    3.46,    1.58,   -1.38,    1.61,    2.57,    3.07,    3.55,    1.88,    4.58,    1.19,    1.89,    1.93,   -3.89
201605,    1.41,    1.33,    1.42,    0.88,    4.17,    3.41,    2.34,    0.58,    2.10,    0.86,    0.89,    0.94,    6.39,    3.18,    3.59,    1.49,    3.02
201606,    0.04,    5.71,    1.01,    1.92,   -2.34,   -0.71,   -1.92,    3.08,   -0.60,    2.67,    1.29,   -4.40,   -1.13,    0.01,   -1.28,   -2.53,   -1.44
201607,    3.89,    0.32,    1.59,    2.94,    6.62,    6.44,    3.25,    0.98,    3.18,    2.34,    3.89,    8.00,    5.32,    7.14,    5.89,    3.94,    1.49
201608,    0.68,   -2.10,    1.69,   -1.85,    0.49,   -0.67,   -0.42,    1.46,    2.29,   -4.32,    2.04,   -0.01,    0.97,   -0.74,   -0.61,   -0.75,    0.41
201609,   -0.27,    4.95,    0.43,    0.65,    2.01,    0.76,    1.30,   -0.21,    2.05,   -0.26,    2.02,    0.32,    3.62,    0.94,    0.61,    1.53,    0.72
201610,   -1.50,   -0.52,   -1.65,   -3.77,   -1.63,   -4.20,   -4.91,   -1.07,   -3.10,   -5.13,   -1.78,   -1.88,   -1.40,   -6.40,   -2.40,   -5.76,   -2.71
201611,    5.71,    3.05,    4.44,    8.27,   -0.21,    2.39,    6.24,    3.26,    7.45,    8.42,    8.06,    2.60,   -2.78,    4.58,    0.69,    6.39,    5.87
201612,    2.02,    4.53,    2.59,    1.64,    1.02,    0.45,    1.18,    3.36,    0.72,    2.13,    0.95,    1.32,    0.74,    0.37,    0.51,    1.44,    0.50
201701,    1.47,    0.95,    1.15,    0.49,    4.99,    4.31,    3.06,    1.32,    0.72,   -0.66,    2.13,    2.07,    7.84,    2.41,    5.90,    3.25,    2.59
201702,    4.23,    3.30,    3.21,    2.38,    2.30,    3.09,    1.73,    4.55,   -0.15,    2.79,    1.81,    1.38,    3.15,    4.12,    2.25,    1.44,    2.47
201703,    0.07,    0.59,   -0.74,   -0.34,    1.97,    1.01,   -0.65,   -0.88,   -0.38,   -0.71,    0.18,    0.50,    3.30,    2.04,    0.18,   -1.65,    1.90
201704,    0.93,    1.58,   -0.70,    0.02,    4.45,    2.25,    0.07,   -0.51,   -1.21,    0.12,   -0.11,    4.73,    4.21,    2.31,    2.20,    0.08,    0.07
201705,    0.97,    0.37,    1.28,   -0.49,    3.67,    2.38,   -1.82,    2.04,   -0.80,   -0.60,   -0.33,    3.53,    3.79,    2.53,    2.27,   -2.67,    0.28
201706,    1.32,   -0.73,   -0.28,    1.74,   -1.47,    1.52,    1.51,   -0.06,   -0.90,    1.12,    2.61,   -1.42,   -1.52,    1.39,    1.62,    1.91,    0.56
201707,    1.52,    2.43,    2.78,    3.20,    1.81,    4.01,    1.55,    3.13,    1.85,    3.55,    3.02,    1.23,    2.13,    5.94,    1.61,    1.56,    1.53
201708,    0.28,   -1.00,    0.61,   -0.23,    0.36,    1.15,   -0.94,    1.13,   -0.79,   -1.05,    0.20,    1.13,   -0.07,    1.18,    1.11,   -1.22,   -0.66
201709,    2.51,    3.65,    3.37,    3.88,    0.96,    1.37,    3.74,    3.71,    2.46,    5.99,    2.82,    2.38,    0.17,    0.68,    2.27,    5.61,    1.88
201710,    1.91,    2.21,    2.18,    3.77,    5.36,    3.59,   -0.19,    3.02,   -0.16,    1.01,    5.22,    3.60,    6.35,    4.34,    2.63,    0.62,   -0.92
201711,    3.82,    3.71,    2.89,    2.34,    3.11,    1.35,    1.28,    2.88,    2.93,    4.22,    1.39,    3.48,    2.91,    0.52,    2.43,    3.21,   -0.48
201712,    1.39,   -3.62,    1.20,    1.95,   -0.40,   -0.97,    2.60,    1.81,   -0.55,    1.90,    1.97,   -0.66,   -0.26,   -0.57,   -1.47,    2.05,    3.13
201801,    5.30,    2.85,    4.02,    7.72,   10.27,    5.31,    4.74,    4.74,    1.91,    1.92,   10.71,    4.90,   13.22,    4.09,    6.88,    4.44,    5.02
201802,   -3.55,   -4.81,   -4.19,   -4.81,   -1.43,   -2.55,   -4.99,   -4.22,   -4.10,   -7.03,   -3.76,   -2.98,   -0.65,   -4.16,   -0.55,   -4.26,   -5.68
201803,   -2.74,   -0.81,   -0.86,   -1.69,   -1.16,   -1.99,   -1.18,   -0.49,   -1.99,    2.24,   -3.49,   -0.15,   -1.66,   -3.75,    0.12,    0.37,   -2.65
201804,    0.01,    0.45,   -1.46,    1.33,    2.59,    3.33,    1.00,   -0.70,   -3.80,    3.54,    0.25,    0.49,    3.65,    3.60,    3.00,    1.51,    0.49
201805,    2.21,    2.93,    2.62,    4.65,    2.64,    5.91,    2.78,    2.84,    1.94,    1.73,    6.12,    0.73,    3.57,    7.52,    4.01,    2.86,    2.70
201806,    0.12,   -0.21,   -0.48,    1.95,    2.40,    1.62,    2.47,   -1.15,    1.70,    1.48,    2.18,    1.38,    2.88,    0.89,    2.50,    1.46,    3.48
201807,    4.42,    3.50,    3.08,    1.90,    2.52,    1.06,    1.67,    3.90,    1.50,    1.44,    2.86,    0.09,    3.91,    2.84,   -2.08,    2.41,    0.69
201808,    3.75,   -0.25,    1.48,    0.79,    7.54,    3.97,    5.07,    1.98,    0.49,    0.97,    0.41,    3.27,    9.88,    1.28,    9.02,    6.44,    3.26
201809,    0.63,   -1.45,    1.24,   -1.81,   -0.63,    1.07,   -2.21,    1.82,    0.08,   -2.79,    0.22,    0.39,   -1.15,    1.35,    0.58,   -1.18,   -3.62
201810,   -5.62,   -2.28,   -5.40,   -9.13,  -15.03,   -8.06,  -13.59,   -3.48,   -9.32,   -9.07,   -9.25,  -11.37,  -16.93,   -8.03,   -8.10,  -14.13,  -12.81
201811,    1.67,    1.11,    2.91,    1.19,    2.71,    3.06,    0.06,    3.51,    1.61,   -0.88,    5.62,    0.98,    3.65,    2.98,    3.19,   -0.65,    1.09
201812,   -9.22,   -6.45,   -9.50,   -7.83,  -10.28,   -9.12,  -11.97,   -8.45,  -11.85,   -7.17,   -9.15,   -9.78,  -10.55,  -10.74,   -6.26,  -12.19,  -11.65
201901,    7.34,    7.17,    6.75,   11.00,   12.64,   10.09,   11.84,    5.46,    9.73,   12.75,    7.40,   13.61,   12.11,   10.33,    9.68,   12.04,   11.56
201902,    4.25,    5.78,    2.07,    2.61,    1.20,    3.50,    4.93,    2.72,    0.63,    0.68,    6.76,    5.12,   -0.93,    1.94,    6.13,    5.15,    4.60
201903,    1.21,    2.51,    0.67,    2.57,    2.55,    0.33,    1.15,    1.38,   -0.96,    3.02,    1.63,   -0.47,    4.30,    0.39,    0.24,    2.02,   -0.15
201904,    4.76,    1.53,    2.80,    4.20,    5.41,    2.74,    2.82,    2.33,    3.90,    5.50,    1.51,    3.72,    6.35,    2.01,    3.94,    2.10,    3.92
201905,   -6.32,   -3.28,   -7.09,   -6.75,   -6.99,   -7.59,   -9.63,   -6.51,   -8.43,   -7.39,   -5.38,   -5.35,   -7.87,   -7.44,   -7.82,   -9.42,   -9.95
201906,    7.41,    6.87,    7.57,    5.17,    6.55,    7.01,    9.51,    7.50,    7.75,    3.70,    8.25,    5.79,    6.98,    7.62,    6.04,    9.99,    8.80
201907,    1.49,   -1.63,    4.24,   -0.41,    0.36,    1.54,    0.86,    7.33,   -0.12,    1.70,   -1.29,    1.71,   -0.05,    1.34,    1.69,    1.02,    0.65
201908,   -2.18,   -1.99,   -2.88,   -3.19,   -1.70,   -2.59,   -3.64,   -3.50,   -1.97,   -3.56,   -3.03,   -2.66,   -1.40,   -5.00,   -0.74,   -2.03,   -6.00
201909,    2.31,    3.26,    2.21,   -0.38,   -0.53,   -0.69,    0.75,    2.37,    1.97,    1.21,   -1.05,    0.43,   -0.82,    0.48,   -1.56,    1.69,   -0.70
201910,    2.36,   -0.85,    2.43,    1.56,    1.44,    2.39,    3.32,    3.40,    1.01,    0.61,    1.96,    0.67,    1.68,    1.28,    3.24,    3.45,    3.10
201911,    4.18,    0.50,    2.86,    4.11,    2.64,    4.45,    4.95,    3.17,    2.39,    2.54,    4.77,    4.01,    2.22,    2.95,    5.57,    3.07,    7.93
201912,    2.88,    4.24,    2.97,    2.24,    2.46,    3.78,    2.72,    2.92,    3.06,    1.86,    2.39,    2.31,    2.51,    4.31,    3.39,    2.46,    3.12
202001,   -1.10,   -2.72,    2.59,   -0.61,    4.03,    5.78,   -1.69,    3.07,    1.87,   -3.95,    0.77,   -0.60,    5.48,    6.36,    5.35,   -0.93,   -2.83
202002,   -8.80,   -8.67,   -8.18,   -5.72,   -6.65,   -4.53,   -8.13,   -7.09,   -9.85,   -4.07,   -6.36,   -7.18,   -6.49,   -6.23,   -3.26,   -9.14,   -6.61
