This file was created using the 202605 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on OP.

The portfolios are constructed at the end of June.  OP, operating profitability, is
operating profits (sales minus cost of goods sold, minus selling, general, and
administrative expenses, minus interest expense) divided by book equity
at the last fiscal year end of the prior calendar year.

Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

Please be aware that some of the value-weight averages of operating profitability for
deciles 1 and 10 are extreme. These are driven by extraordinary values of OP for
individual firms. We have spot checked the accounting data that produce the
extraordinary values and all the numbers we examined accurately reflect the
data in the firm's accounting statements.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Average Value Weight Returns -- Monthly
,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,2-Dec,3-Dec,4-Dec,5-Dec,6-Dec,7-Dec,8-Dec,9-Dec,Hi 10
196501,    4.46,    1.99,    5.36,    5.18,    1.00,    2.09,    4.88,    5.63,    7.50,    4.22,    3.64,   -0.08,    1.19,    3.94,    5.34,    4.52,    4.87,    6.22
196502,    1.18,    0.16,    1.03,    2.45,   -1.75,    1.21,    1.40,    0.92,    1.39,    2.91,   -0.29,   -2.38,    1.03,    1.56,    1.44,    1.36,    0.14,    1.51
196503,   -0.75,   -1.27,   -1.21,   -1.23,   -1.93,   -0.93,   -0.39,   -1.35,   -1.16,   -1.26,   -0.17,   -2.70,   -1.45,    0.08,    0.09,   -0.76,   -2.30,   -0.64
196504,    3.27,    2.76,    4.40,    4.05,    1.79,    3.57,    3.23,    4.56,    3.70,    4.19,    2.36,    1.54,    4.44,    1.86,    2.42,    3.88,    3.33,    5.47
196505,    0.55,    0.09,   -0.77,   -0.66,    0.48,    0.47,   -1.07,   -0.54,   -4.46,    0.95,    1.99,   -0.19,    1.17,   -0.91,   -0.53,   -1.50,    0.69,   -1.43
196506,   -6.25,   -4.03,   -5.42,   -7.57,   -3.25,   -4.42,   -5.18,   -5.49,   -8.08,   -7.37,   -4.71,   -2.58,   -4.39,   -4.50,   -5.15,   -5.20,   -4.86,   -5.96
196507,    3.57,    0.89,    1.67,    4.85,    0.30,    2.61,    0.84,    2.05,    4.62,    4.96,    2.59,   -0.67,    2.54,    2.64,    1.32,    0.32,    1.98,    2.08
196508,    2.02,    2.05,    4.37,    1.89,    1.62,    2.60,    2.41,    4.94,    3.89,    0.98,    2.13,    1.40,    2.55,    2.63,    2.52,    2.28,    7.29,    3.78
196509,    4.10,    2.53,    3.93,    4.11,    2.37,    3.45,    3.00,    4.14,    3.84,    4.23,    4.10,    1.62,    2.40,    4.09,    2.85,    3.16,    4.10,    4.16
196510,    2.76,    1.29,    4.63,    3.52,    1.06,    1.57,    2.76,    5.03,    4.46,    3.09,    2.16,    0.57,    1.99,    1.32,    2.42,    3.13,    6.39,    4.34
196511,    1.33,   -0.82,    0.70,    2.43,   -1.21,   -0.26,    1.50,    0.28,    3.63,    1.87,    0.45,   -1.97,    0.58,   -0.77,    0.69,    2.36,    1.61,   -0.42
196512,    2.13,    1.19,    0.68,    3.02,    0.90,    1.78,    0.78,    0.78,    7.49,    0.89,    1.40,    0.66,    2.99,    1.04,    1.21,    0.32,    2.18,    0.03
196601,    3.81,   -0.72,    1.30,    4.64,    0.12,   -0.55,    0.63,    1.36,    6.95,    3.46,    3.12,   -1.29,    0.85,   -1.43,    0.19,    1.08,    2.29,    0.85
196602,   -1.14,   -1.76,   -0.31,   -0.31,   -1.11,   -2.75,   -1.35,   -0.22,    4.86,   -3.03,   -1.83,   -0.76,   -1.10,   -3.80,   -2.02,   -0.66,   -0.08,   -0.31
196603,   -3.18,   -2.57,   -1.01,   -3.28,   -3.57,   -1.28,   -1.55,   -1.09,   -4.33,   -2.69,   -3.10,   -3.81,   -1.44,   -1.18,   -2.37,   -0.71,    0.01,   -1.70
196604,    2.32,    2.27,    2.45,    2.20,    2.06,    3.01,    2.82,    2.04,    2.23,    2.19,    2.42,    1.89,    1.98,    3.69,    1.65,    4.00,    4.24,    0.80
196605,   -6.78,   -4.48,   -4.94,   -7.70,   -4.93,   -5.13,   -4.80,   -4.61,  -10.68,   -6.03,   -5.99,   -4.41,   -5.63,   -4.80,   -3.39,   -6.19,   -5.12,   -4.31
196606,   -1.19,   -0.65,   -1.56,   -0.48,   -1.42,    0.26,   -1.50,   -1.48,    0.88,   -1.21,   -1.77,   -1.25,   -0.51,    0.75,   -1.14,   -1.86,   -1.10,   -1.71
196607,   -1.16,   -1.14,   -1.35,   -1.51,   -1.27,   -0.59,   -0.81,   -1.63,   -2.43,   -1.02,   -1.00,   -1.67,   -0.51,   -0.67,   -1.58,   -0.23,   -2.26,   -1.35
196608,   -6.78,   -6.82,   -8.22,   -8.70,   -6.00,   -7.45,   -7.48,   -8.23,  -11.20,   -7.37,   -5.95,   -6.08,   -8.60,   -6.21,   -6.57,   -8.16,   -8.45,   -8.13
196609,    0.78,   -0.24,   -1.62,   -1.22,    0.40,    1.56,   -2.06,   -1.58,   -1.95,   -0.84,    1.62,   -1.47,    1.58,    1.54,   -2.44,   -1.78,   -1.31,   -1.70
196610,    7.42,    5.64,    1.97,    2.67,    8.09,    6.51,    2.66,    1.80,    0.27,    3.89,    9.36,    6.08,    7.52,    5.45,    2.68,    2.64,    2.87,    1.32
196611,   -0.33,   -0.60,    4.70,    2.88,   -1.63,   -0.59,    2.33,    5.13,    7.53,    0.61,   -1.57,   -1.73,   -0.68,   -0.51,    1.41,    3.01,    4.68,    5.33
196612,    0.80,    0.54,    0.01,    1.31,    0.08,    1.29,    1.69,   -0.55,    0.74,    1.61,    0.59,   -0.77,    2.33,    0.19,    0.90,    2.27,   -0.95,   -0.38
196701,    7.94,    7.30,    8.88,   11.47,    6.75,    7.26,    7.98,    9.06,   15.42,    9.42,    6.51,    7.14,    6.89,    7.66,    7.68,    8.19,    8.33,    9.39
196702,    0.08,   -0.26,    2.44,    0.74,   -0.53,    0.15,    1.23,    2.54,    1.71,    0.21,   -0.20,   -1.07,    0.26,    0.03,    0.06,    2.07,    1.32,    3.08
196703,    3.81,    3.98,    5.01,    4.81,    3.58,    3.89,    4.28,    5.21,    4.75,    4.85,    3.38,    3.90,    4.38,    3.35,    4.34,    4.24,    5.04,    5.28
196704,    1.96,    3.41,    6.42,    3.25,    2.39,    2.77,    3.91,    7.07,    4.18,    2.73,    1.40,    4.03,    2.95,    2.58,    4.00,    3.85,    6.03,    7.52
196705,   -3.68,   -3.49,   -5.18,   -2.16,   -4.22,   -2.79,   -4.82,   -5.20,   -1.46,   -2.56,   -4.36,   -4.01,   -2.65,   -2.93,   -4.38,   -5.12,   -5.42,   -5.11
196706,    3.31,    1.65,    2.23,    4.80,    2.27,    1.68,    1.03,    2.60,    7.88,    3.01,    2.64,    1.69,    1.44,    1.95,    1.50,    0.70,    2.59,    2.60
196707,    3.25,    5.23,    5.33,    7.85,    2.86,    5.46,    6.47,    4.39,    8.49,    7.56,    0.56,    5.98,    5.11,    5.89,    3.42,    8.89,    6.53,    2.89
196708,   -0.52,   -0.74,   -0.81,   -0.35,   -0.81,   -0.90,   -0.45,   -0.79,   -0.62,   -0.22,   -0.63,   -1.03,   -0.88,   -0.91,    0.15,   -0.90,   -0.02,   -1.35
196709,    3.92,    2.00,    4.50,    4.74,    2.87,    1.90,    2.29,    5.04,    3.64,    5.24,    3.40,    2.18,    1.24,    2.71,    1.99,    2.52,    5.62,    4.61
196710,   -3.35,   -3.91,   -0.89,   -3.47,   -2.82,   -4.46,   -3.79,   -0.41,   -1.58,   -4.33,   -3.27,   -2.23,   -3.63,   -5.49,   -5.21,   -2.72,   -4.00,    2.27
196711,   -0.04,    1.29,    0.61,   -0.07,    0.31,    1.76,   -0.11,    0.99,   -1.20,    0.45,   -0.02,    0.73,    2.21,    1.19,    0.95,   -0.89,   -1.17,    2.50
196712,    3.10,    3.67,    2.59,    5.07,    2.57,    3.73,    2.42,    2.90,    8.24,    3.62,    1.85,    3.50,    3.31,    4.27,    3.81,    1.37,    3.17,    2.72
196801,   -0.46,   -2.94,   -6.46,    0.16,   -1.62,   -3.41,   -4.22,   -6.66,   -0.32,    0.38,   -0.86,   -2.57,   -2.69,   -4.31,   -2.31,   -5.68,   -5.05,   -7.75
196802,   -3.30,   -2.94,   -3.17,   -3.92,   -2.55,   -2.67,   -3.65,   -3.33,   -5.49,   -3.17,   -2.89,   -2.12,   -3.15,   -2.06,   -5.05,   -2.54,   -3.15,   -3.45
196803,   -0.29,   -0.78,    2.30,    0.25,   -0.59,   -0.51,   -0.33,    2.64,   -0.45,    0.58,   -0.65,   -0.52,   -0.06,   -1.08,   -1.98,    0.95,    0.29,    4.28
196804,    7.28,    7.68,   11.22,   11.24,    4.94,    8.95,    9.57,   11.41,   14.03,    9.95,    4.67,    5.29,    9.02,    8.87,    8.36,   10.48,   11.52,   11.33
196805,    2.08,    1.37,    2.93,    3.83,    0.41,    2.18,    1.45,    3.34,    7.37,    2.14,    0.85,   -0.15,    1.99,    2.43,    1.67,    1.28,    1.51,    4.57
196806,    2.27,    2.14,   -0.41,    2.70,    2.23,    1.81,    0.88,   -0.46,    1.75,    3.18,    1.96,    2.57,    2.62,    0.76,    2.35,   -0.22,    0.10,   -0.82
196807,   -0.64,   -0.46,   -4.33,   -2.52,    0.72,    0.18,   -3.08,   -4.67,   -3.26,   -1.93,    1.47,    0.05,    2.31,   -2.03,   -2.82,   -3.27,   -4.61,   -4.71
196808,    2.77,    1.49,    1.29,    3.07,    2.31,    1.23,    0.99,    1.45,    2.44,    3.57,    2.45,    2.19,    0.88,    1.61,    1.21,    0.82,    2.03,    1.02
196809,    6.62,    3.93,    3.45,    7.08,    4.86,    3.97,    4.57,    2.97,    8.87,    5.70,    6.13,    3.72,    3.12,    4.87,    4.13,    4.91,    4.56,    1.82
196810,    1.99,    1.75,   -0.64,    1.87,    2.41,    1.41,    1.02,   -1.09,    1.82,    1.91,    2.12,    2.67,    1.64,    1.16,    1.45,    0.71,    1.64,   -3.13
196811,    5.58,    5.66,    6.04,    6.05,    5.45,    5.29,    6.64,    5.78,    5.95,    6.14,    5.07,    5.81,    5.90,    4.64,    6.46,    6.78,    2.98,    7.98
196812,   -2.53,   -3.50,   -4.43,   -1.68,   -3.54,   -3.65,   -3.92,   -4.36,   -1.68,   -1.67,   -3.47,   -3.59,   -3.61,   -3.69,   -2.96,   -4.64,   -3.97,   -4.65
196901,   -0.42,    0.11,   -2.00,   -0.03,   -0.32,    0.59,   -1.03,   -2.38,   -0.76,    0.54,   -0.85,    0.17,    0.39,    0.79,   -1.25,   -0.87,   -1.74,   -2.86
196902,   -6.67,   -4.93,   -4.30,   -7.70,   -5.30,   -4.72,   -5.06,   -4.09,   -8.26,   -7.26,   -5.51,   -5.11,   -4.87,   -4.56,   -5.28,   -4.90,   -3.79,   -4.32
196903,    4.67,    2.71,    3.22,    3.43,    3.47,    3.89,    1.81,    3.66,    2.45,    4.19,    6.04,    1.17,    3.22,    4.59,    1.63,    1.94,    3.39,    3.86
196904,    0.98,    2.15,    2.71,    2.29,    2.18,    1.35,    1.90,    2.75,    3.23,    1.58,   -0.43,    4.64,    0.07,    2.69,    0.95,    2.59,    2.49,    2.95
196905,    0.54,    0.83,   -0.24,    0.34,    0.90,    0.32,   -0.17,    0.26,   -0.75,    1.18,    0.76,    1.03,    1.23,   -0.61,    2.00,   -1.75,    1.06,   -0.34
196906,  -10.15,   -6.81,   -3.56,  -10.33,   -8.04,   -7.24,   -5.70,   -3.01,  -11.06,   -9.77,   -9.96,   -6.32,   -7.55,   -6.92,   -6.32,   -5.23,   -4.93,   -1.56
196907,   -8.28,   -6.19,   -5.44,   -9.23,   -6.76,   -5.92,   -6.12,   -5.24,   -9.13,   -9.28,   -7.04,   -6.58,   -6.44,   -5.27,   -6.13,   -6.11,   -5.54,   -5.01
196908,    5.44,    4.36,    5.62,    4.14,    5.00,    5.01,    4.46,    5.87,    5.45,    3.49,    7.09,    3.65,    4.48,    5.66,    4.08,    4.80,    4.91,    6.56
196909,   -5.02,   -2.88,   -0.69,   -3.75,   -4.21,   -3.78,   -1.16,   -0.59,   -2.56,   -4.35,   -6.57,   -2.64,   -4.17,   -3.32,   -1.29,   -1.05,   -1.34,   -0.06
196910,    5.87,    5.03,    6.07,    6.19,    4.60,    4.74,    6.29,    6.23,    7.54,    5.50,    5.47,    4.04,    3.00,    6.83,    7.17,    5.51,    6.31,    6.18
196911,   -4.89,   -3.16,   -2.57,   -4.77,   -2.97,   -3.94,   -3.84,   -2.20,   -5.49,   -4.39,   -5.04,   -1.63,   -4.48,   -3.31,   -3.86,   -3.83,   -2.81,   -1.77
196912,   -2.55,   -2.44,   -0.77,   -2.48,   -3.50,   -1.51,   -2.11,   -0.33,   -4.81,   -1.28,   -2.62,   -4.05,   -1.23,   -1.82,   -1.90,   -2.30,   -0.49,   -0.22
197001,   -7.68,   -7.04,   -7.94,   -6.92,   -7.07,   -8.01,   -7.33,   -7.91,   -5.38,   -7.69,   -8.65,   -6.06,   -7.67,   -8.39,   -6.52,   -8.07,   -7.01,   -8.52
197002,    7.95,    6.73,    4.14,    7.41,    8.57,    5.87,    5.03,    4.10,    7.08,    7.58,    8.67,    8.50,    4.68,    7.25,    5.82,    4.30,    5.57,    3.07
197003,   -0.54,    0.63,   -1.12,   -1.41,    0.63,    0.42,   -0.46,   -0.93,   -0.88,   -1.69,    0.59,    0.66,    1.39,   -0.67,    1.01,   -1.83,    0.02,   -1.60
197004,  -10.29,   -9.75,  -10.33,  -10.93,   -9.34,   -9.42,  -10.42,  -10.51,  -14.12,   -9.28,   -9.47,   -9.26,   -8.77,  -10.16,  -11.19,   -9.69,   -8.21,  -12.17
197005,   -5.00,   -5.13,   -7.54,   -6.38,   -4.58,   -4.36,   -8.01,   -6.95,   -8.71,   -5.25,   -3.26,   -5.39,   -2.71,   -6.29,   -6.29,   -9.62,   -6.87,   -7.01
197006,   -4.62,   -5.16,   -5.22,   -5.51,   -5.95,   -4.40,   -3.35,   -5.68,  -10.00,   -3.39,   -3.56,   -7.45,   -5.21,   -3.42,   -3.14,   -3.57,   -3.81,   -7.09
197007,    8.15,    9.26,    5.31,    7.90,    9.51,    9.14,    8.45,    4.49,    7.23,    8.21,    8.49,   10.06,    9.58,    8.67,    8.31,    8.61,    5.04,    4.21
197008,    5.02,    4.70,    5.39,    4.84,    3.59,    5.72,    5.38,    5.57,    3.84,    5.30,    5.28,    2.70,    6.60,    4.77,    5.96,    4.70,    5.33,    5.69
197009,    5.25,    2.79,    5.90,    7.35,    2.23,    2.95,    3.84,    6.30,   13.44,    4.56,    2.39,    2.15,    3.80,    2.02,    3.43,    4.33,    4.98,    6.98
197010,   -2.70,   -1.74,   -1.14,   -3.05,   -3.10,   -0.27,   -1.70,   -0.95,   -7.96,   -0.61,   -2.20,   -3.60,    0.16,   -0.76,   -1.54,   -1.89,   -2.11,   -0.36
197011,    4.34,    5.45,    5.22,    3.70,    5.80,    5.24,    4.92,    5.29,    3.22,    3.92,    5.25,    6.10,    5.71,    4.70,    4.91,    4.92,    5.61,    5.13
197012,    6.36,    6.44,    5.85,    7.09,    5.99,    6.31,    6.80,    5.61,    8.24,    6.55,    5.36,    6.33,    5.72,    6.98,    6.79,    6.81,    7.55,    4.64
197101,    5.78,    5.08,    4.39,    6.72,    5.88,    3.89,    4.56,    4.43,   10.53,    4.94,    4.45,    6.67,    1.42,    6.66,    4.85,    4.22,    5.18,    4.04
197102,    1.98,    1.04,    2.22,    2.03,   -0.31,    2.10,    2.72,    2.14,    3.44,    1.33,    1.92,   -1.50,    3.49,    0.62,    2.89,    2.52,    1.79,    2.33
197103,    3.95,    3.53,    5.31,    3.86,    3.10,    3.76,    4.50,    5.49,    5.53,    3.03,    4.07,    2.56,    4.11,    3.37,    4.46,    4.56,    5.68,    5.40
197104,    4.67,    2.89,    3.60,    5.78,    2.42,    2.69,    3.18,    4.04,    5.63,    5.86,    3.08,    2.05,    1.96,    3.50,    4.32,    1.80,    5.00,    3.54
197105,   -5.08,   -3.23,   -3.55,   -4.69,   -4.70,   -3.42,   -2.65,   -3.49,   -4.36,   -4.86,   -5.66,   -4.15,   -3.65,   -3.17,   -1.72,   -3.79,   -2.06,   -4.24
197106,   -0.49,    0.90,   -0.01,   -1.30,    0.33,    1.00,    1.38,   -0.24,   -1.05,   -1.43,    0.73,    0.10,    0.36,    1.68,    1.74,    0.92,    0.17,   -0.45
197107,   -4.76,   -3.84,   -4.28,   -5.15,   -3.77,   -3.99,   -3.41,   -4.69,   -7.57,   -3.94,   -4.25,   -3.47,   -3.81,   -4.22,   -3.90,   -2.94,   -4.13,   -5.09
197108,    5.29,    3.48,    4.79,    6.59,    4.66,    1.87,    4.68,    5.08,    8.26,    5.78,    3.60,    5.32,    2.44,    1.10,    5.59,    3.84,    6.33,    4.19
197109,   -1.73,   -0.73,    0.33,   -2.02,   -0.99,   -0.81,   -0.35,    0.51,   -4.15,   -0.97,   -1.34,   -0.78,   -0.42,   -1.35,   -0.47,   -0.23,    1.06,    0.10
197110,   -4.98,   -4.07,   -3.36,   -5.92,   -4.07,   -3.99,   -4.14,   -3.10,   -7.05,   -5.38,   -3.74,   -4.27,   -3.58,   -4.55,   -4.06,   -4.22,   -3.81,   -2.57
197111,   -2.22,   -0.33,    1.10,   -2.90,   -0.18,   -0.57,   -0.01,    1.23,   -3.45,   -2.63,   -1.35,    0.53,   -0.32,   -0.93,   -0.72,    0.66,    1.84,    0.79
197112,   10.58,    8.29,    9.51,   10.84,    7.86,    9.23,    8.24,    9.85,   11.63,   10.48,   10.24,    6.44,    8.62,   10.09,    8.09,    8.38,   10.53,    9.36
197201,    4.05,    1.03,    3.78,    5.72,    1.47,    1.12,    1.20,    4.39,    8.05,    4.61,    1.92,    1.19,    0.53,    1.94,    0.59,    1.75,    3.01,    5.42
197202,    2.03,    2.23,    4.59,    2.54,    1.24,    3.09,    3.34,    4.39,    2.68,    2.48,    1.34,    1.17,    2.70,    3.63,    1.23,    5.26,    5.66,    3.47
197203,   -0.53,    0.50,    1.67,   -0.39,    0.45,   -0.89,    2.62,    1.60,   -0.33,   -0.42,   -0.72,    1.17,    0.87,   -3.26,    3.42,    1.92,    1.99,    1.31
197204,    1.53,   -0.04,    0.84,    1.52,   -0.23,   -0.06,    1.10,    0.87,    2.48,    1.05,    1.53,   -1.31,   -0.18,    0.09,    1.54,    0.71,    1.32,    0.54
197205,   -0.33,    0.75,    3.24,   -1.15,   -0.27,    2.18,    0.85,    3.47,   -1.64,   -0.90,    0.79,   -0.93,    1.32,    3.39,   -0.95,    2.45,    4.04,    3.04
197206,   -3.90,   -2.86,   -0.79,   -4.38,   -2.51,   -3.40,   -1.40,   -0.85,   -5.75,   -3.70,   -3.26,   -2.04,   -3.58,   -3.16,   -2.37,   -0.56,   -0.64,   -1.01
197207,   -3.17,   -0.99,    0.80,   -4.52,   -1.53,   -1.03,    0.07,    0.92,   -4.72,   -4.44,   -1.74,   -1.29,   -0.98,   -1.12,   -0.67,    0.47,    1.14,    0.76
197208,    5.15,    4.59,    2.40,    5.46,    4.85,    3.83,    5.22,    1.57,    5.05,    5.64,    4.83,    4.86,    3.41,    4.63,    6.27,    4.66,    0.53,    2.29
197209,   -2.26,   -0.49,   -0.50,   -3.56,   -1.02,   -0.22,   -0.77,   -0.37,   -4.28,   -3.26,   -0.91,   -1.16,    0.53,   -1.63,   -0.63,   -0.84,   -0.04,   -0.60
197210,    0.55,    1.70,    0.57,    0.26,    1.17,    2.28,    1.62,   -0.08,   -1.70,    1.08,    0.84,    1.56,    2.40,    2.06,    0.36,    2.30,    1.85,   -1.39
197211,    7.27,    6.26,    3.42,    7.97,    7.02,    5.86,    5.27,    2.91,    5.27,    9.07,    6.57,    7.56,    5.96,    5.67,    6.26,    4.75,    2.80,    2.98
197212,   -1.83,    0.63,    2.21,   -2.77,   -0.92,    1.38,    1.22,    2.34,   -2.90,   -2.71,   -0.86,   -0.99,    1.36,    1.41,   -0.02,    1.88,    3.11,    1.80
197301,   -3.50,   -3.25,   -1.69,   -4.86,   -2.32,   -3.69,   -1.93,   -1.75,   -4.53,   -4.99,   -2.14,   -2.54,   -3.52,   -4.02,   -2.69,   -1.54,   -4.06,   -0.09
197302,   -5.45,   -5.07,   -3.26,   -4.53,   -6.15,   -3.91,   -4.29,   -3.47,   -4.28,   -4.63,   -6.35,   -5.90,   -3.79,   -4.14,   -7.34,   -2.72,   -3.98,   -3.12
197303,   -0.12,   -0.64,   -0.53,    0.37,   -0.28,   -1.72,   -0.21,   -0.31,   -0.88,    0.87,   -0.61,    0.11,   -1.88,   -1.42,    1.61,   -1.10,    0.53,   -0.88
197304,   -5.00,   -2.99,   -5.39,   -5.75,   -3.89,   -2.39,   -4.02,   -5.94,   -6.31,   -5.53,   -4.24,   -3.47,   -1.56,   -3.99,   -4.16,   -3.96,   -6.56,   -5.51
197305,   -4.97,   -1.92,   -1.27,   -5.72,   -3.91,   -1.42,   -0.94,   -1.61,   -6.90,   -5.26,   -4.24,   -3.53,   -0.68,   -2.89,   -1.98,   -0.42,   -1.01,   -2.02
197306,   -1.87,   -1.62,   -0.28,   -1.68,   -1.60,   -1.59,   -1.00,   -0.22,   -2.21,   -1.48,   -2.06,   -1.06,   -1.55,   -1.66,   -2.12,   -0.45,   -0.27,   -0.18
197307,    8.26,    5.13,    5.24,    8.75,    5.29,    4.32,    7.66,    4.50,    9.39,    8.38,    7.42,    3.90,    3.66,    5.91,    7.96,    7.47,    4.99,    4.04
197308,   -1.93,   -3.06,   -3.45,   -0.51,   -3.51,   -2.96,   -3.50,   -3.40,   -0.61,   -0.45,   -4.38,   -2.93,   -3.07,   -2.70,   -3.37,   -3.58,   -3.25,   -3.54
197309,    8.00,    8.15,    2.86,    8.67,    7.61,    8.34,    6.48,    1.91,    7.27,    9.50,    6.81,    8.14,    7.92,    9.33,    7.78,    5.65,    5.45,   -1.44
197310,    0.27,   -0.59,    0.05,    1.19,    0.10,   -1.28,    0.08,   -0.16,    1.98,    0.73,   -1.39,    1.07,   -1.94,    0.28,   -0.79,    0.64,   -0.38,    0.06
197311,  -11.61,  -12.97,  -12.05,  -10.58,  -13.95,  -10.33,  -13.77,  -12.15,  -12.06,   -9.72,  -13.50,  -14.24,   -9.20,  -12.92,  -16.93,  -11.77,  -12.34,  -11.95
197312,    3.52,    3.26,   -0.45,    4.57,    4.21,    3.37,    1.40,   -1.33,    3.95,    4.92,    1.51,    5.95,    3.70,    2.60,    0.41,    1.99,    1.38,   -4.06
197401,    2.72,    0.89,   -1.04,    2.02,    1.01,    1.44,   -0.54,   -0.77,    4.61,    0.58,    4.09,   -0.89,    0.97,    2.57,    1.52,   -1.75,   -2.29,    0.83
197402,    1.31,    1.58,   -1.23,    1.11,    0.53,    2.47,   -0.47,   -1.08,    0.94,    1.21,    1.68,   -0.21,    2.55,    2.30,    1.43,   -1.63,   -0.80,   -1.37
197403,   -5.09,   -2.51,   -1.05,   -4.38,   -3.85,   -3.08,   -0.99,   -1.23,   -4.09,   -4.54,   -6.46,   -2.12,   -3.16,   -2.89,   -1.65,   -0.57,   -1.37,   -1.08
197404,   -7.09,   -4.88,   -3.24,   -7.06,   -5.84,   -5.26,   -3.09,   -3.49,   -5.74,   -7.82,   -7.14,   -5.02,   -5.05,   -5.76,   -3.91,   -2.58,   -2.86,   -4.13
197405,   -9.55,   -3.86,   -1.89,   -8.97,   -7.83,   -3.21,   -2.89,   -1.56,   -9.08,   -8.91,  -10.68,   -6.06,   -2.10,   -5.85,   -3.08,   -2.77,   -0.99,   -2.15
197406,   -2.86,   -2.24,   -1.68,   -2.30,   -2.62,   -1.88,   -2.29,   -1.71,   -3.73,   -1.46,   -3.98,   -1.82,   -1.30,   -3.31,   -3.42,   -1.61,   -1.90,   -1.50
197407,   -4.37,   -6.92,   -8.71,   -4.94,   -7.01,   -5.63,   -8.13,   -8.74,   -5.21,   -4.76,   -3.49,   -9.49,   -5.96,   -5.11,   -7.49,   -8.62,   -7.59,   -9.32
197408,   -8.72,   -8.32,   -8.94,   -8.51,   -9.44,   -6.94,  -10.36,   -8.41,   -7.63,   -9.08,   -9.05,   -9.73,   -5.10,   -9.91,  -10.08,  -10.57,  -10.49,   -7.33
197409,   -7.95,   -8.38,  -14.05,   -6.13,   -9.16,   -6.85,  -11.64,  -14.91,   -5.86,   -6.31,  -10.77,   -7.95,   -6.46,   -7.52,  -11.96,  -11.39,  -13.48,  -15.62
197410,   16.63,   17.38,   16.69,   17.75,   13.27,   17.49,   18.58,   16.75,   16.80,   18.37,   14.80,   12.15,   17.11,   18.13,   21.32,   16.51,   18.49,   15.86
197411,   -0.93,   -3.63,   -5.10,   -0.98,   -3.09,   -3.49,   -3.57,   -5.49,   -0.56,   -1.25,   -0.84,   -4.79,   -3.45,   -3.55,   -3.09,   -3.95,   -6.56,   -4.92
197412,   -3.67,   -0.82,   -3.81,   -3.00,   -2.63,   -0.29,   -3.39,   -3.54,   -3.90,   -2.41,   -4.79,   -0.92,    0.23,   -1.17,   -1.89,   -4.59,   -2.92,   -3.87
197501,   16.52,   13.10,   14.01,   16.09,   18.44,   11.67,   13.35,   13.77,   15.58,   16.42,   17.23,   19.36,   10.59,   13.53,   11.67,   14.73,   10.81,   15.32
197502,    4.43,    3.65,    8.67,    3.75,    3.74,    3.60,    6.18,    9.13,    3.78,    3.74,    5.55,    2.39,    3.94,    3.03,    4.77,    7.31,    8.04,    9.68
197503,    4.01,    3.34,    2.79,    2.55,    5.70,    2.21,    4.24,    2.34,    2.99,    2.28,    6.38,    5.18,    0.68,    4.78,    4.36,    4.15,    2.99,    2.01
197504,    4.22,    3.64,    5.81,    3.36,    2.71,    3.67,    4.66,    6.56,    4.44,    2.67,    5.57,    0.48,    3.02,    4.71,    5.98,    3.63,    8.72,    5.47
197505,    6.30,    5.96,    5.16,    7.46,    6.08,    5.55,    3.96,    6.04,    7.37,    7.52,    4.51,    7.36,    5.76,    5.22,    5.77,    2.51,    6.48,    5.82
197506,    7.63,    6.02,    3.97,    7.45,    7.58,    5.78,    6.03,    3.18,    6.97,    7.75,    7.91,    7.31,    5.04,    6.97,    5.55,    6.43,    4.11,    2.70
197507,   -6.50,   -5.56,   -6.65,   -5.37,   -6.76,   -4.23,   -6.98,   -6.77,   -6.13,   -4.96,   -7.82,   -5.40,   -3.25,   -5.61,   -7.52,   -6.16,   -7.18,   -6.43
197508,   -3.42,   -2.48,   -1.76,   -4.32,   -1.62,   -3.02,   -2.63,   -1.49,   -5.37,   -3.76,   -2.35,   -0.70,   -2.98,   -3.07,   -2.48,   -2.84,   -1.88,   -1.17
197509,   -4.27,   -3.57,   -3.58,   -3.98,   -4.04,   -2.35,   -5.79,   -2.90,   -4.49,   -3.71,   -4.61,   -3.34,   -1.65,   -3.36,   -5.44,   -6.32,   -4.16,   -1.89
197510,    6.46,    6.87,    5.14,    5.53,    7.10,    6.62,    7.40,    4.60,    5.04,    5.78,    7.54,    6.56,    7.93,    4.72,    7.39,    7.41,    4.66,    4.55
197511,    4.36,    3.20,    2.59,    4.03,    4.28,    3.29,    2.46,    2.75,    4.75,    3.66,    4.74,    3.72,    3.97,    2.26,    2.82,    1.93,    3.73,    1.98
197512,   -1.40,   -0.79,   -1.36,   -1.00,   -1.85,   -0.18,   -1.34,   -1.32,   -0.37,   -1.33,   -1.85,   -1.85,    0.30,   -0.90,   -1.22,   -1.54,   -1.59,   -1.10
197601,   13.12,   12.72,   12.43,   13.63,   13.43,   11.64,   13.57,   12.13,   15.87,   12.46,   12.54,   14.53,   10.19,   13.90,   13.51,   13.67,   11.55,   12.58
